iter	RMSE
432	4.152970123
433	4.148964927
434	4.145273727
435	4.142687355
436	4.139387252
437	4.138942032
438	4.135670825
439	4.131481476
440	4.129236665
441	4.125816761
442	4.124932682
443	4.121241235
444	4.11993438
445	4.118517701
446	4.116608951
447	4.114187245
448	4.11103425
449	4.107867049
450	4.105758829
451	4.102055624
452	4.099557327
453	4.09673654
454	4.091541855
455	4.090421298
456	4.0885735
457	4.085778123
458	4.082789953
459	4.079411346
460	4.077372402
461	4.074729239
462	4.072589572
463	4.069087874
464	4.065821333
465	4.063885549
466	4.061207557
467	4.058565011
468	4.056568595
469	4.054512964
470	4.051046326
471	4.049814927
472	4.048651062
473	4.047693401
474	4.045259101
475	4.041512754
476	4.039798412
477	4.036895631
478	4.033628012
479	4.030516584
480	4.025593811
481	4.024785986
482	4.022731002
483	4.021982886
484	4.020103791
485	4.016244646
486	4.014863246
487	4.011500904
488	4.010696346
489	4.009778703
490	4.009196609
491	4.004522244
492	4.001105318
493	3.999903807
494	3.997818212
495	3.995841943
496	3.993383727
497	3.988852772
498	3.985534846
499	3.982017855
500	3.978346284
501	3.976652499
502	3.973249597
503	3.969450033
504	3.967774074
505	3.966923205
506	3.96410945
507	3.963574164
508	3.95931757
509	3.956190613
510	3.951920326
511	3.951042292
512	3.949906995
513	3.946463409
514	3.944858944
515	3.944605269
516	3.943910151
517	3.941353693
518	3.938684519
519	3.938252423
520	3.934852386
521	3.931400206
522	3.928162311
523	3.923961094
524	3.920902019
525	3.91848824
526	3.916324152
527	3.915724677
528	3.91250617
529	3.909711431
530	3.906313463
531	3.905175319
532	3.903581229
533	3.901792039
534	3.90124777
535	3.899317632
536	3.897159837
537	3.895193283
538	3.893253618
539	3.892151085
540	3.890087046
541	3.886921712
542	3.884364014
543	3.882523386
544	3.881598773
545	3.878400386
546	3.875889661
547	3.873877649
548	3.872391369
549	3.870345174
550	3.869345844
551	3.867004081
552	3.86415408
553	3.860942951
554	3.860456755
555	3.857810738
556	3.856760289
557	3.85366044
558	3.852352948
559	3.851100294
560	3.847641654
561	3.844725758
562	3.841346788
563	3.839875027
564	3.83697457
565	3.835560175
566	3.833922846
567	3.832056062
568	3.831162901
569	3.828595535
570	3.827060234
571	3.825504554
572	3.823723109
573	3.821642782
574	3.818625392
575	3.817448327
576	3.814368846
577	3.811400463
578	3.810755593
579	3.80753698
580	3.805787933
581	3.804075155
582	3.80290755
583	3.801302329
584	3.799327286
585	3.796060957
586	3.793471359
587	3.789352241
588	3.788992519
589	3.787652267
590	3.785538934
591	3.784606455
592	3.781142032
593	3.780243546
594	3.776852103
595	3.774211016
596	3.773084687
597	3.770771216
598	3.767766538
599	3.765179188
600	3.761768876
601	3.759005061
602	3.755298223
603	3.753023911
604	3.751321558
605	3.749201865
606	3.748189578
607	3.745566469
608	3.744095604
609	3.743734079
610	3.740227816
611	3.737434417
612	3.734524256
613	3.733025111
614	3.731817276
615	3.731406197
616	3.729026271
617	3.726396489
618	3.723634736
619	3.722365825
620	3.719936666
621	3.719015433
622	3.715626263
623	3.714605313
624	3.711118724
625	3.708273698
626	3.705053309
627	3.70244761
628	3.699691375
629	3.697622428
630	3.694737837
631	3.693160259
632	3.692727409
633	3.689286307
634	3.686560201
635	3.685086762
636	3.68328712
637	3.682066332
638	3.679865061
639	3.67761459
640	3.676281258
641	3.672514618
642	3.671567697
643	3.670070463
644	3.668066788
645	3.666046232
646	3.66529119
647	3.663263363
648	3.661886304
649	3.661496547
650	3.658657429
651	3.657923412
652	3.657205647
653	3.655125264
654	3.652316126
655	3.649873204
656	3.647289485
657	3.645300947
658	3.644985176
659	3.643875389
660	3.643457447
661	3.641855414
662	3.63869142
663	3.638179667
664	3.637193318
665	3.636699046
666	3.63633212
667	3.631952993
668	3.631001823
669	3.630574021
670	3.627757028
671	3.625965654
672	3.624231901
673	3.622473579
674	3.621248069
675	3.620432803
676	3.617842329
677	3.615219387
678	3.614950654
679	3.613924022
680	3.611983576
681	3.60948513
682	3.607337835
683	3.604956943
684	3.601953771
685	3.600083754
686	3.59921502
687	3.597490327
688	3.595768456
689	3.592149797
690	3.591865548
691	3.590206177
692	3.588480212
693	3.586292163
694	3.584903943
695	3.58163296
696	3.579810132
697	3.577440307
698	3.575254582
699	3.573447154
700	3.572407245
701	3.570003074
702	3.567222748
703	3.564499377
704	3.56250028
705	3.561035184
706	3.560710062
707	3.559113911
708	3.5567641
709	3.556392321
710	3.554002952
711	3.553125473
712	3.550795764
713	3.550545913
714	3.549276245
715	3.54581371
716	3.543668493
717	3.541998632
718	3.54095982
719	3.539485169
720	3.536444503
721	3.534662525
722	3.532301861
723	3.531896282
724	3.530088709
725	3.528742862
726	3.526567953
727	3.525021197
728	3.522312408
729	3.52121333
730	3.5208926
731	3.518808334
732	3.516452557
733	3.513341345
734	3.510819447
735	3.508855225
736	3.503931094
737	3.502494711
738	3.499490419
739	3.497187245
740	3.494976351
741	3.492786833
742	3.491317377
743	3.490471905
744	3.488624257
745	3.486114206
746	3.484942192
747	3.483239372
748	3.481353739
749	3.479344974
750	3.478222729
751	3.475865083
752	3.475318274
753	3.474315592
754	3.473036297
755	3.472664635
756	3.470927715
757	3.469549322
758	3.469309579
759	3.467549725
760	3.465420867
761	3.464478405
762	3.461998173
763	3.459012011
764	3.458311061
765	3.457024477
766	3.455589966
767	3.453863112
768	3.453617968
769	3.453378887
770	3.453080237
771	3.450028895
772	3.448638388
773	3.447165751
774	3.446592264
775	3.444412128
776	3.442765469
777	3.442621686
778	3.442041693
779	3.440013145
780	3.435875996
781	3.433998872
782	3.431772606
783	3.430339242
784	3.427903472
785	3.427627359
786	3.426520342
787	3.42391161
788	3.422970462
789	3.41898121
790	3.417721872
791	3.415668685
792	3.414640051
793	3.414091847
794	3.41288659
795	3.412593365
796	3.41131328
797	3.40989979
798	3.40928013
799	3.409074295
800	3.406793293
801	3.405716055
802	3.404320024
803	3.403027191
804	3.401931587
805	3.399808366
806	3.398255288
807	3.39622306
808	3.395646137
809	3.394659776
810	3.394380334
811	3.39280362
812	3.391124609
813	3.388050589
814	3.386962263
815	3.384381685
816	3.383430089
817	3.383115083
818	3.380952684
819	3.379589233
820	3.377616849
821	3.377357069
822	3.375209092
823	3.373460933
824	3.371776902
825	3.369724083
826	3.36797259
827	3.366706576
828	3.364743847
829	3.36141085
830	3.358370393
831	3.357656543
832	3.355673254
833	3.353918795
834	3.35340962
835	3.352687464
836	3.349999248
837	3.348613392
838	3.347751354
839	3.347385251
840	3.347109821
841	3.346050156
842	3.344832687
843	3.342318618
844	3.342129425
845	3.340465711
846	3.339335381
847	3.337222353
848	3.33521977
849	3.334549464
850	3.332796419
851	3.330750772
852	3.329994333
853	3.328858176
854	3.327774144
855	3.326830948
856	3.324453056
857	3.324271102
858	3.322861238
859	3.320579489
860	3.318284813
861	3.316946705
862	3.314471847
863	3.313737959
864	3.313035344
865	3.312791367
866	3.312610377
867	3.310642001
868	3.309555978
869	3.30727192
870	3.30569598
871	3.302870612
872	3.301332573
873	3.298919802
874	3.296668555
875	3.294465157
876	3.292310301
877	3.290791656
878	3.290286972
879	3.288132033
880	3.287406137
881	3.286009335
882	3.284612104
883	3.282747124
884	3.282024466
885	3.280871312
886	3.279956657
887	3.279562831
888	3.278981621
889	3.278386033
890	3.277333997
891	3.27465799
892	3.273420607
893	3.272305303
894	3.270930144
895	3.270548316
896	3.268908496
897	3.268564999
898	3.26660954
899	3.265436076
900	3.263799009
901	3.261589185
902	3.261413044
903	3.260541377
904	3.258497762
905	3.256377581
906	3.25507199
907	3.254402756
908	3.251259428
909	3.250007825
910	3.249112571
911	3.248019852
912	3.247417198
913	3.245348736
914	3.244073975
915	3.242289087
916	3.239540583
917	3.239378868
918	3.23795456
919	3.236811908
920	3.235128483
921	3.234955873
922	3.233279152
923	3.232094487
924	3.231198057
925	3.230573956
926	3.228625115
927	3.228167566
928	3.227353862
929	3.224476797
930	3.22357422
931	3.221325243
932	3.219215725
933	3.218389568
934	3.218195946
935	3.216470374
936	3.213866951
937	3.212488031
938	3.210783556
939	3.210395705
940	3.208849396
941	3.208676586
942	3.207879147
943	3.205824088
944	3.204464037
945	3.203318529
946	3.202793038
947	3.20129677
948	3.198602553
949	3.19717124
950	3.194320264
951	3.192641293
952	3.192012564
953	3.19126145
954	3.191120874
955	3.190133269
956	3.189645207
957	3.188680501
958	3.187421992
959	3.186900284
960	3.186546736
961	3.18578098
962	3.183486731
963	3.180035186
964	3.178075691
965	3.176977412
966	3.176081006
967	3.175903464
968	3.171268917
969	3.168567965
970	3.168408806
971	3.167349785
972	3.164713261
973	3.162377764
974	3.161680359
975	3.160378303
976	3.159599015
977	3.158107698
978	3.156173545
979	3.15557501
980	3.154710404
981	3.153181814
982	3.151579254
983	3.151177591
984	3.149789106
985	3.148567779
986	3.147635915
987	3.147488877
988	3.147317704
989	3.147168536
990	3.145666209
991	3.145511841
992	3.144503198
993	3.144370032
994	3.14160611
995	3.140770933
996	3.140633057
997	3.138757195
998	3.13750079
999	3.133739335
